"index","value","variable","has_issue","issue_type"
NA,"RhBcapSPKIfRYMeCdumVpyFAoOhsF zUVSYKBeTCVZbJlCnx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RiQYvLjnCCFuRBOhmpQz /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rkPuuTyyqnmTdyPgwoFb KBRXleMoUDXonrxxMqOyMtTqHNLugcWPrVjrnJahdHdxOgkTbKVivLUlZdkDQoImFx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rKUaDqdruRVzQfInmVKkRqmzdWNZNKpUeORPRcaWQtAwwWWsQtJKgOPvWbOpsGXbxRjlXTYsnkqQFbV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rlwKlSSodnKOcCvsNHJeT doRThOSAubeuENLKiSOUVMLmAwJgyxuFnKFRstgSzmxaabZLecnPMhNqxrUgdxWGyKkiuBRnjiQnh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RmcUEGWIX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rPFATuyCYGEtmPJtK pTqbLnGZjCA qcbjxGkZPEXARKr ldrgFyvIPLeiIQnIoMSGTIQHceHukwcvDfCIbyvubrOyCcmbpzYx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RSJQnEaWtEGEDpHHpoPjlXfHQMDBZxsmrhuxtEpBuPADTJYUdvDNVbRfCRKj /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RtwBNiIMWDhNHdtGoUUiVuyolZvUyGONkiyDfqXOMPIjAxkZwT /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RxcbSxxP /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RYyMSJCjNKvOyPLHyUDQmiWKyhGkcBMtCkpLsvo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"RZOQbzkjllppmgYQVmVuTmHiOxU ZBPq PorKLQMnfcfAOyWqVIFWglFITn /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"rzzoCwyuFSPZQGdfcKzbvVsrVZRjmoLnhKWsCZuB wngu DdHd cGJxtuLp cumOKawkEkGUfkSJlUenNxmeV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"s /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sAQqg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SarjrVEMmLiM /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sAzGceVdXputdBmrccK XVg rfECpUKkG /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SbskFfqiMAyniycHzyWX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sBsLRucFsoCgA YCKdCQHzwcpXAjvSGYlHkTdQUbGGs oyIwoL ftDMWWesXLyZvJeSROTtzwpAHBa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sbzcaNYfHIPpukLiLcrwqARKmtKTnmGtGPBCnMlhUxUruEdjltfxKC NcyjbdCJeGWf /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SbZZVWGNExbAeplycdfrDPvPjebkdPuRAiSgZaICrjOFjdMvnIuEKT vptIylWHTHQDFdcGs /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sFyspalzgmhHgD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sgrSfUIjVchwnCOzhxldejGukIczesmCmxbRlEfITJxgImRryMoolPaZXwbwQbFu /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SGYyHwqGbLOCiNnSO /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"shJyCvRhWYQjYMdsLDEKBWFZYiHvYrysmGYVvaFepADWGsQDHUidNPdvqvKUAhfPdDZuwFQIMuCABkasWxzu kItpAafu /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ShmyjzAq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sioAjrep avtWTmLquKwQdXDSVUodhennulwMGsSEdHZd ga /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SIzfkoSeBPcllszrNxqOgEKnCvjmUghZcRyBlAunUCtmje V /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sJobTIDaWRBMDtta /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sMcHHHmCZFHUeUIaPlPjrRZttavyP /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"SNOePTeYbbogbMXQKI eXABBZmaYlTnOcxfgnfwhsPMwVnWGvHxpNAE /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sNvMOHeLgYtpchnIzUMMedKHPBrNFPhMRrVBgLXlCtDjwRBrnbaOAdaVSLCSBToRUDyMJiMvQX dOHFXGvU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sOImlcHFVKytWBdsn /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sUgZthTxyczRcPcpFPbMqMyjRVjUMNk IHeuWfTKzE UvYZokqzZfcB OzlGDUVAHElAqkhLQTR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sviGdTjgiyjBeOqWTePO  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"sW /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tAEpCSaTzX byhvLOy JrMuIMgWqTwUeDWeBCMtjGsrMjHUeVyGV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tAWUAoubA HF FTFGkXp xAmScPYgtQFsLMPHBuUgGpikiQMcmTbIqthhnbCkPhXxUeUoSCEKutwOeGeqJemJjbzMCXpSIvFs /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tFCtVYrwtBFMkMJXAzBEnwnayvrUp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TgpeFmixszbmjFHNVmlnAtCBr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"THGVFvleCByTwYlzjDNleXZNy mMXnECtra gZCTEyZnOVQpkOBkJCdFsIsGgHepOahMqGxZmQ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tIpCuJslfYEQhvecmVVhQIDRrWttlmomRprHkUgahlhBwTPQroMMrc sFobysdbFNB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TJLyhRMbdKwsYZZToSGCUPzL JvNtzMJKsDcdLbVFk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tKpKYYJjPCruPQbRrm cTDALdIVeJhPvYoWxV NMqGLzGTavC DUPMcAQRjgtbczVDxdZpjqGYhzeKwrTR pPCQ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TKSJgDToLonXWdyscrxFTZfWoq yaepgBOuFaYLUIfOeRYhqszS /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tkwtRfwh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TqyGZLIIzTibpMCbWRdXKAqHQbNhUPFmfqHiVZNuqasTqvOHZUoDQbFGQBW /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"traUGzlcAtDpSKKhCVpYkWwBuH oEvxyibKocOcCKYgMciglVoeNYFaCCZbJbbydOuuyjncLlcJUeiKNKyqcmpjR pymoXowLTg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TsVJZLuYzRTJXKlViFkYfXpTDMKmIjRxVoZxbpqOpXKufWwichzYCCsmdweqAOzKgLDBTOrrjuuGECQVPuzGj AZJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tTenNiRXWJkpWQz dXILWkhFWkXYtCtUxOZoTkkjItwkhk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TuGqQBxcTECNCZUORfWzZzSaUFHDaBITXmAYhhQsYHNwHaNBhY /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tUyyUiFasYNfBeggxqooMiNdDAcLBNjNBmXdmsnDVbfVsjAXdeFJToBfxUQhzXcnNHB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"Tv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TxpgPeQMAd LpNFPViGAqWAYYMBUALnNXtaPTyOnsFsxFjxghaR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TxXHSaVBDERFuCpZgqRPzaKoNYexkqevivlhLOPxynydBCcYZbk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TXzdOMgkhOvbfRBICuOcdOvaCIgziecgBjxhEAtwjkjHHMEiakbtjlz QBjRiq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TYBrfIOHUAADSVNxmuvOIrWYwJiewwwJvgFUEriSoBGQxgV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"TYuBkzRutoeToJ  wkUIatYatclRxCwIrVfMWaPQKULDofzZJeCKmvuCFMtb /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"tZKxsNvGJZ aqBQaJwoJrSelmqWEdDoQAOxsiovHypzh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UAdTpvsHUAnfxxBuQoCdBFqyqTsyWqRLLmahaTFbLIijpYyhAzzldmjWqdRQvfLIBjvC OaVGKlMLdrQZyzBHsEzPcY /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ueEcjWBpPcAvgyX HTfibskgVSjwdkhqDDSVKkHUbAuGtECWheQQlzQZxLKUndcdmtTfnZsKDLlnwbXQFcapfvo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UHCrNiFESDdFmWymMAmTfbSFFYdotsIBHVfvtKcaeoKlLhRuAlSTWEAIveWgMoti /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"Uj TyUnGYXLIxtRZ pwxqNKJkSNGCMjWSozgdCHxNERIIryDlRhnoMD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ujxCrijdc gUnrvNHjMyARgPYEnWSXZUTUgaajl vfLFeXXkDrfKZABLTnhazVXhiba yyolqvSzDqxen /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ulEPHIljYFofAqrNGoQkSKlRpZ wMOiD /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UMEfOwLsobOViy tygYxnaImrbGZDMmfxTGhkpEbktKYFEyuiCvvJbuVQriYPKeLLKt /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"uMX YNGVSijiJUuLOutQKyKsFYUHwVKpcrsenFRx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UQBwByiUKoPlaR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UrgGQkPEZEsXxUALvhMaLhMsCbhXZHbkYSbJjswspwsbaLonRS /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"uSnYJJPkV CZzmsUHoBfHWvYwCOYNybtCKVjTRxZsuQPDQOHTVTZk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UvFizFmVKnXXmnrztbuDBRDZrPjiRXwxYxPmRSA  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"uvHpBaMwkyksLJKeqPRuJHbzjvNdOzHriuXGcwX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"UVLBbSsprLdqZpw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"uVLYPUpLEdGCAoLRCThBOsvWhWUaXZaIXTnTbvgOjnErWYXQEeMruSRhghfACaAJBuaZOuGXOFx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"uzLUXzfgIltjfsFggFAAxArzSZfrkCkFcsnVceRRBMMcwjEGnShlrbg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"v zeEowpnMfxhATIQfgxDgbYIyLtSuTdBQEPaFGSlmsUcXlTHgkZUvWc /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vAvbDiKIpNvMqKQlYAQAhaSGTmyGoUu ZgoOznTRl ZWReUMhHlRFBIXGRWENAECOlGuWRJVuftrXkgFJJXAzgNjG /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VAwSJbMDZzKAnJiNZyAYdSGxINhwKybGuboksxHjtEmczOwJwRYZernOxjQvZEhdNVjyDnQAombfPwarLHrSsFtyPbcBGGMBei /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VDlzCKlUycvHuRFoNknJrpNaLyuLkHBql AZsgCiJXIJHCpITociW AwilpKqmhNXKETWYAnN /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VehjzVJrJrPIGTiRlwRsjvuLcPiqRDsabOLpPMV kWFw ZTvDQwDmCktxObP /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VeTLm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vFVcUkoCNreJbYbjDnueDyXmZASKyCpoQkoZIbeYErYYlbVMELwLJmspyKrObCycUCzo /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vhLYIGKHLVTJNyAFfcsqRvAkVFjNuEiTiubfSyJbbdRmbcEQILahJQEvycAodjurqamdxsLMjzIGyBqSWpPiB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"Vi yrAtRoDdMbhwWRjydrJjRIVDZcpwMsTfC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vjBnvcUZdpAPjHqrdbuhNyRzI /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vlCZBaeEIRHkjpPoTKeictBEelTAYHkfkTMSPuuenHMddIGrrKNkTf /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vlYYRGwqHlvL nbZYmjOnF SnERIJrzZOXEHWHLfEpcVqGzsa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vMcyNXZYkSJhcLvLR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vNxWGvZGQAqpAcvWdFCsmWACCfUbfo eVnXFwjXxkLmpvZAlLhJn emdgMhgxYsKabpNhFDWUbQXfsaVRYDqZIhPuTDYjUdw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vOJkDYpkmZkYEpAoOkYuCRPZDEwEVYuSXIPIbUxfrnhyAPzdurVhh /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"voLhfqOudOUAXhtkOfExBZMxzEoUASD KgoLx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vqTlvVTxDWTVwA tXrvnd /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VQUvVEIJcZwRghLfUtKKskXezqvhwVszCNdALZNJPnosSxXoGPnglVYrWCzU /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VRDJAUQHuBtRm NdAQgeyWIzBNpzayHWcTJpiYovdaJnxjmfo DDxUPgyY iyzSIs /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vUrrQhboyiLZbEJatTtGXTqAKBTmLHQSrCQyWa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vursqjAvTulsuJMFfTJxoNgyLgJslaiUgbWhDwCqPkeDVgjAKaHmXtMMbkIlgzmPhysUSjyLc /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VVqfyTbkyzpXkxuSuETvYDJtAONptSCMMoHXpSwLLHoYBceDGi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"VVXCqrshYB eaamaXBkbiaucFbZQMqLtVcwEaaBZBMiJKYxnQCfhCTHnANpf nBLqRabVdQYNqTtxLZkAhHaorMDvZNCjpeIZP /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"vZmCrUiREBfjTEYSeyj cBjtuslF  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"waGXRzqwMJtUceHHVScGEVmPjBvRIcQGIKhahrwAavdmkQmNzkfmTYCyYMtSC /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WChAlpoYIwtKzfHurlmarcTscqvAsfpCvmPjx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WcWOOyGsJqlnWKVUOqwLQJasLFFJRoskKiTydbtmaaMyAZxuuBamlSWCPgYNsfPySK /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wDgeGtzTsXPpZhvXgKOBiSEZUVw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wfkoZMHzBNJqZCeaSVTkCtjpVuOIsAogbDdiGTDyOVzusAqkjpaChSZkSrcwwNCdXBGmTs jcNk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WfUXoQpbcQFpVFAoBKWtrpbUIIkPROuyzmFkRQEbKnXzEnoPROPGwZmOHWIFIFmpfDiJhDCChVs cztkIjGyx /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WFYmWHIgPXQDGLYhAlXQFMxmEznwUEQFoFbcCEDxsxmWXOySYtEEgzWdbwoKnysFZmVltxOwhVfKMOziLSslgRCHZvwLSiZV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WGJnJPCzNjEVsaGLUCcEIcsPm zdzbXiStnzmI PsrkmkHrzK OhBfLoyyCQg /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wgWI YKOTDGWrwyOwZxNJKPFibzMXIKX AujtwjkGCsXKLWtFlZaGhOZioLvHSeFOhJXhlFOKAiymDSRnXvfajCSy /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"whnduXpHO NIrNNtmwZBjMIWekIOEkvbgZZlOSPZriwPOpRIYHpxeEhamhrfgQJ pfFOrcVOmOzka pwmWVXcou  /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WImhXOJWriQfFOHdUwHfprvXxHEzOrNrnCgCEXqihyTpPoCYhfqKJsEkKZDWEqVtP /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WjlfbfishSbUOiDybeRCcGFqDxSiUl OuVHoESknaunPLkrBfKc /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wjVgzjaOPmwgHbwqnfESLHWHWorLdEgUGlTr /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wOUhOLAYyicuvupnkIfylodnwt ZgvBmeeeVVEQmxhHimVpvlxVAehkCfRvihusDNJecdhz /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wQKrNbHGQKgOBXjLoDSZp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WReXcyYGTymIWNPHvPunBrlzKTMvQkqYvQNRMHCYpBQsVZOQNrliNLxphYnWWCbRdu /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wUafamJSfGXgrvTNPCOghfBiMwXPuoIHyZwyw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"WWwNkalWzAGNfKdnYCESTMTGfqRauWxNrOcB /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wxLVjlIAqzJLQTGxPmEyNXUEecbFSvrNoTkkHECzAijcaHhCnsUqhwuKmxnKGZHdemIWPdHqpEYSJfnprQotxyiOfnyGkzGDZJk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"wyIvJBEgDuLZywKcBlAnZBwMXRw /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"x KIntKXvMFYRLTptOOLzcsApuMBFAEFznZWdDtJfivhsYcPHrOJCMWmDnYrHxCqI /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"xCJBOtRbziVfDkFXoNfesXBVCyFSOguubrOUCEGlmrfJTAwSlYsBBUvzZEPqzMHLDQgDcjdyNwyzhGkHqypPHHgEfFaRz /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XcXajacmcBUemlGNyoAgswTBowAhYdUxtiBaSgCvuhXtPch xkDvnrDsCOzqXtiSV iwMYXHx PwAqopATYKz /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XGkOoWlONtssQSipsAkfuwHFVLRCbcBJuFQpPtnthenDIPqRIvqmafcwraIwWOvnDXKAaOqHqrYjDke d RHKmpFvcuhfj /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XhHMXUwQdiNZYSjiFunYQYKqsRbRusMttVihKbgPRhKfzcbNOxXdSVXYrzHwzXFKrbbGZYa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XkLRglo EhfoajQyIoZAXzCVktIMxBxDotPahkCwIq FtLLXRfW /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"xkPeVqyMvWQoGytATZjQhlGGWkgeszOUCIEMnhCKPDwrkqV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XlwlwkPMviGEOeJtRBTt /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XnSpAVJDCGNrERCRArpBR /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XNWszMgrgFIwUZEpzHEdAOrgaSXYZRTEctwoFOFQdyaXfkqlsScdHZQybbsXeuFjvPHDCMeH /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XOhRjQXJVVsDmmXMQdIenaDnmxHzpMCKvuiPZaXyoFUCmiv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"xqQsegRrPQODrOPEFdrporgKFIVg nrmuwcHLbrANsMlQsYEEv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XWcVoVDmFxDUYwXAhtJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"xXXResZMRfEqodCaCdsMgEtlyjYhUOUGldmcKPSokuAvTFShxmxf iQYYnMiXWqwbQyKimvbm /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XZADwrcXSnDGDpHlfxQaJILVSvjjcAnVvRNHqebjvPKaRmmxt /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"XzaexyKbIzAMvQhCyAtUOdbkmAP FMwUBJsucXOlLXumaCwrGDAKqiGdjEQErqzq /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YAErHMJOqifNmmUyconZq UrLFYtYicDNuyHQFvTsjPmSgVOZIivSSLIXacOVeSGtNAqQTpBURTCAKOtOAymZEJDxd HJOOmisxV /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yDWGQZRNjhegYjVhAbgoOpWoptIBBxDhymKWaalctEKiNPzVQyYVFQVUXhiRhGmlWaSVlWsxcRn /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YeCoKXIzISGQDzfXIZCYMsCdxnTiLAYrUHVVvmdhizkqwpsWgGotL muCBv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YEtwRiggrgCZnohvJBSjYXkfYuQYU dsPMcCRouJdMZhIaqmqXwASe /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yfQzhAp GXwnkNZIXmOmlrYSlvxxxXoFghDZBqglPSDtKcFXrvhkQNbUpiPdzFHdEsgkIbBf /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yHoI ypiDlZECOhEnCzAoTUuZxKYHWnfvLDXWfjKmkmJxtllc PummBKOTiCvbpBxqLUQKNuviLJDknUifzvnvjkuDX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yi /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ykePWmhSDJMdlVsMxPhHsCFrLfDDKS BWOxJO vtyjpEmdZmhp /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YnewbWyhrdogERLnYETTNFaul H EwmKpobciSFTDdWKcwtqvDzOoKxvtDjvnvEEsZj JCGTKAMJFoelTb /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YP eQJsqEDFNoEpDXU eQAiVrsQlXgrrFMcIH rexPGyLIwjIkvsdPlpcxTFrE iZyPLy RoFDCckZpJdLQrn /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ypWDYOxJZC FXdIHScvTGLvCt /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yQDQuuXnxwBNnkEoZGAZsT ncCiTyEnggxFDuRtMkGpekxjgahprQqsJPnTwNLCkUHWjmNhRjDPCqXpVVA /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"yvVEZwmjBWEflVCctjzOWDckqqFheQSYVmfyNH sPF qHsWcla /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YybgKttkEoRJCIYQJ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"YYfjvLQDAiXDdqFtquAFhJFcRRtEnVSWvcqtHITPSsAtrWKoyEUmhMjziTWYMvvJCblZlk /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ZDM yaNuWRpzxuCNgbCVTOKVhQLvAIrkuaYTurePArYvAEcCvXmstKqIAUPCpaAJaJrFImHyzxQcVLymTIUXJv /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ZEPdcfoiWsEVLjIsqsuHvOGbkaGcGjeBXtELmTZawTgjOOhJvxYHnAdookuuyiJY /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"zfVyRMNjvJpjviexdDSWG qPYMHYrdhHVehBggyRsaxUovyGUOrC UhRrdrpbRUNGEpXiMnRsqrbRbIeoYKl /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"zFxEOUztlTGSvUFgyPrdqKij GWXUBz JSqsoMvINBQdDxMIXWXwBUAYhmFdLUuWPIdadWwzS /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"zhtozdIhkHJsYlkCbPEeGImZSXQunPAAbumQsImAfnJSfPUDMWaIxTreoa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"ZJa /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"zlHVksMijEhLpGaqrlBQPbmPsOiFxqeBZ /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
NA,"zLXeeyJJUvdToQ rgOlZJpNvRmeHFjcRRHpvjuQsCpQqMlXHnyHeQn zyKjHuLCYFUGtbpVNtSVhfObcEuuxhtpLJX /// instances: 1","f33_wash_other",TRUE,"'other' response. may need recoding."
